"Id","Slice","Time","UUID","m.cx","m.cy","m.majoraxis","m.eccentricity","m.theta","s.area","s.perimeter","s.radius.mean","s.radius.sd","s.radius.min","s.radius.max","isLV"
1,6,1,"e05c0d63-d636-11e5-99cd-cd59d8135104",113.955593509821,126.535439795047,44.4293794516892,0.595028459173457,-0.0738181020731621,1171,119,19.3696134026754,3.07292877604289,13.5217369535949,27.0231222279754,TRUE
1,6,1,"e05c0d64-d636-11e5-99cd-cd59d8135104",82.5514993481095,145.812255541069,35.8265348839902,0.611564117377196,0.237896003658119,767,103,15.1525843902891,2.3794325491301,10.9659495779482,20.6362300794907,FALSE
1,6,1,"e05c0d65-d636-11e5-99cd-cd59d8135104",153.986486486486,142.918918918919,11.5748323014532,0.701335991218734,-0.753430950650333,74,24,4.49925447709804,0.680666124128049,3.20183324223968,5.42387341092855,FALSE
1,6,1,"e05c0d67-d636-11e5-99cd-cd59d8135104",142.785714285714,173.214285714286,9.59890755658885,0.812292295946749,1.43810211494115,42,19,3.21325871234408,0.816491395078573,1.80872002920416,4.74151815981271,FALSE
1,6,1,"e05c0d69-d636-11e5-99cd-cd59d8135104",131.470588235294,195.735294117647,7.23778493091417,0.532373464322543,1.17447173183672,34,15,2.92240249306076,0.402226168684347,2.35890746839387,3.75470075742098,FALSE
1,6,1,"e05c0d6a-d636-11e5-99cd-cd59d8135104",120.176470588235,200.970588235294,8.29142004683886,0.759481353411625,1.23560627249672,34,16,2.88899111597693,0.682810611960846,1.75,4.06970514902493,FALSE
1,6,2,"e0c835ac-d636-11e5-99cd-cd59d8135104",115.133636363636,126.971818181818,39.9750997728621,0.443576775414156,-0.180116356162351,1100,110,18.1899350351928,1.99042724196315,14.1370213234905,24.3915206781319,TRUE
1,6,2,"e0c835ad-d636-11e5-99cd-cd59d8135104",87.2,121.6,9.55894619919803,0.30446068582911,0.153522866009335,65,24,4.0904850880087,0.645939084073752,2.29507322565341,5.04321601537925,FALSE
1,6,2,"e0c835ae-d636-11e5-99cd-cd59d8135104",83.5525114155251,145.62100456621,31.6718737567809,0.512696635494432,0.295075077017457,657,87,14.0025023644217,1.52330820793643,10.7516494262566,17.1152358651132,FALSE
1,6,2,"e0c835b0-d636-11e5-99cd-cd59d8135104",154.425925925926,143.074074074074,9.11439029294948,0.553290700321853,-0.834996331734673,54,20,3.76135487027422,0.383678954158823,3.08301800189361,4.45028089001131,FALSE
